Date,Close,High,Low,Open,Volume
2025-07-07,805.0479125976562,812.0396438485044,796.1084725914602,806.0467313477774,970189.0
2025-07-08,789.5662231445312,812.0396450556659,786.0703575139103,805.0978425393926,1486913.0
2025-07-09,783.7730712890625,796.6078676116125,779.178468543465,786.0703421803325,662542.0
2025-07-10,772.536376953125,784.8717641714859,765.6445031699475,784.0727213614363,1649585.0
2025-07-11,763.6468505859375,778.778978785293,756.2556285350868,772.486432956186,2036196.0
2025-07-14,781.3759155273438,785.9705184704,760.101087811436,760.101087811436,1646076.0
2025-07-15,798.305908203125,806.4463056278929,779.0786467293556,781.3759177258173,2210713.0
2025-07-16,794.2107543945312,807.9445122234038,793.0620884454385,801.8516812633052,1041070.0
2025-07-17,809.2929077148438,811.8898121294453,794.4104836690815,795.6090783846898,896550.0
2025-07-18,797.5567626953125,812.7388197131824,795.7589011586172,809.2928828727325,687933.0
2025-07-21,801.3023681640625,808.9433562344909,789.7660234201898,797.5567977301389,1278624.0
2025-07-22,808.1442260742188,816.8339613900503,794.4104682645323,805.0479123350765,1589708.0
2025-07-23,822.72705078125,831.017234558391,806.2964694678619,813.0384963107335,2607043.0
2025-07-24,845.5499877929688,848.6962911929629,827.6711690170239,829.8185927191126,3454820.0
2025-07-25,845.5499877929688,849.0,832.0,844.3499755859375,1914241.0
2025-07-28,846.25,854.5,839.3499755859375,849.0499877929688,1760490.0
2025-07-29,850.5999755859375,854.5,840.2000122070312,846.6500244140625,1899113.0
2025-07-30,842.7000122070312,850.75,835.5499877929688,850.5999755859375,1418596.0
2025-07-31,857.4500122070312,859.9500122070312,830.1500244140625,832.5,2040110.0
2025-08-01,859.25,867.3499755859375,849.75,859.7999877929688,1774519.0
2025-08-04,861.9000244140625,865.0,850.0,860.0,1131789.0
2025-08-05,867.9000244140625,869.9000244140625,853.3499755859375,862.0999755859375,751602.0
2025-08-06,858.1500244140625,869.0499877929688,848.75,868.75,1517625.0
2025-08-07,884.0,904.5,874.0,885.0,10596141.0
2025-08-08,897.3499755859375,904.25,879.1500244140625,884.0499877929688,3789175.0
2025-08-11,920.6500244140624,923.0,895.0,899.0,3957450.0
2025-08-12,931.6500244140624,935.4500122070312,918.2000122070312,921.9500122070312,2815033.0
2025-08-13,945.7999877929688,948.7000122070312,928.5999755859376,933.0,3010275.0
2025-08-14,932.0,951.0499877929688,929.0,947.2000122070312,1808600.0
2025-08-18,938.25,946.6500244140624,934.4000244140624,944.7999877929688,1441061.0
2025-08-19,948.9000244140624,950.8499755859376,936.0,945.0,1484535.0
2025-08-20,963.9500122070312,966.0,943.0,952.7999877929688,2071877.0
2025-08-21,947.5499877929688,971.0,945.1500244140624,965.0,2035584.0
2025-08-22,934.4000244140624,947.0,932.0999755859376,944.5499877929688,1777906.0
2025-08-25,915.1500244140624,941.8499755859376,913.0,940.0,1863978.0
2025-08-26,916.0,920.9500122070312,905.3499755859376,915.1500244140624,2279071.0
2025-08-28,911.4000244140624,924.7999877929688,908.9500122070312,922.5,1982246.0
2025-08-29,911.5,920.8499755859376,904.4000244140624,911.4000244140624,963721.0
2025-09-01,924.6500244140624,928.0,914.2999877929688,918.7999877929688,1081763.0
2025-09-02,929.75,940.0,920.5999755859376,934.0,1061729.0
2025-09-03,956.5999755859376,959.0,931.7999877929688,934.2000122070312,1737341.0
2025-09-04,949.7999877929688,960.0,944.5499877929688,960.0,1204974.0
2025-09-05,947.8499755859376,958.9000244140624,941.5,955.0,851085.0
2025-09-08,942.9000244140624,950.0,930.0999755859376,949.0499877929688,1072123.0
2025-09-09,949.5999755859376,954.9000244140624,937.0,942.0,911020.0
2025-09-10,967.1500244140624,968.9000244140624,948.0499877929688,956.5999755859376,1786226.0
2025-09-11,965.9500122070312,977.0,958.9000244140624,973.2999877929688,1846188.0
2025-09-12,970.0,974.9500122070312,962.0,969.0,836103.0
2025-09-15,977.6500244140624,979.0,960.0,969.0,817441.0
2025-09-16,966.6500244140624,983.2000122070312,965.0,980.0,763410.0
2025-09-17,962.5999755859376,970.2000122070312,952.0499877929688,967.0,1596331.0
2025-09-18,968.4000244140624,970.7999877929688,953.25,966.0,970002.0
2025-09-19,953.9500122070312,968.5,950.3499755859376,967.5999755859376,2694235.0
2025-09-22,966.25,972.25,950.0,950.0,975105.0
2025-09-23,967.7000122070312,979.2999877929688,962.7000122070312,969.0,1333250.0
2025-09-24,960.4000244140624,972.1500244140624,952.8499755859376,969.0,1197147.0
2025-09-25,944.5999755859376,965.0,942.5,960.4000244140624,1486815.0
2025-09-26,932.75,944.5999755859376,929.3499755859376,939.0,1580604.0
2025-09-29,970.75,974.9000244140624,933.9000244140624,938.0,4072382.0
2025-09-30,969.7999877929688,973.5,958.4000244140624,972.0,2065028.0
2025-10-01,989.6500244140624,996.9000244140624,967.5,971.0,2567566.0
2025-10-03,980.4000244140624,1004.7000122070312,970.8499755859376,996.0999755859376,3470330.0
2025-10-06,1053.9000244140625,1060.0999755859375,987.0999755859376,994.0,10745414.0
2025-10-07,1041.800048828125,1055.5,1035.050048828125,1053.9000244140625,3101947.0
2025-10-08,1055.3499755859375,1059.949951171875,1041.300048828125,1041.800048828125,2109565.0
2025-10-09,1068.8499755859375,1072.550048828125,1050.0,1061.0,2248117.0
2025-10-10,1060.300048828125,1067.8499755859375,1047.25,1062.0,2321964.0
2025-10-13,1095.1500244140625,1103.1500244140625,1060.300048828125,1062.0,4683912.0
2025-10-14,1081.4000244140625,1102.4000244140625,1079.800048828125,1095.1500244140625,1549189.0
2025-10-15,1087.5999755859375,1096.75,1077.050048828125,1085.75,1749228.0
2025-10-16,1095.25,1097.949951171875,1078.050048828125,1095.0,1855480.0
2025-10-17,1084.9000244140625,1104.300048828125,1082.0,1095.0,2088011.0
2025-10-20,1093.0,1097.300048828125,1080.0,1087.0,1010720.0
2025-10-21,1097.9000244140625,1101.4000244140625,1094.0,1095.050048828125,87444.0
2025-10-23,1049.449951171875,1104.0,1045.0999755859375,1098.1500244140625,4103160.0
2025-10-24,1037.300048828125,1065.699951171875,1034.9000244140625,1054.199951171875,2426439.0
2025-10-27,1052.550048828125,1056.3499755859375,1036.050048828125,1045.0,1544690.0
2025-10-28,1057.0,1067.699951171875,1050.800048828125,1059.800048828125,1342739.0
2025-10-29,1055.449951171875,1064.5,1051.8499755859375,1061.0,1208644.0
2025-10-30,1044.5999755859375,1057.449951171875,1039.800048828125,1054.550048828125,1010326.0
2025-10-31,1023.0499877929688,1048.9000244140625,1020.2999877929688,1044.449951171875,2027450.0
2025-11-03,1030.699951171875,1040.5,1018.2999877929688,1024.0,1501905.0
2025-11-04,1019.0999755859376,1034.5,1016.0,1031.0,1773694.0
2025-11-06,1009.9000244140624,1029.9000244140625,995.0999755859376,1025.0,2298960.0
2025-11-07,1020.0,1022.5,1000.7999877929688,1007.0,1719538.0
2025-11-10,992.7000122070312,1020.2999877929688,984.5,1020.0,4626269.0
2025-11-11,986.9000244140624,999.0,980.0,999.0,3524034.0
2025-11-12,969.4000244140624,1007.5,949.5999755859376,1004.0999755859376,6846735.0
2025-11-13,953.0,977.9000244140624,948.4000244140624,971.0,3239284.0
2025-11-14,937.7000122070312,951.0,930.2999877929688,950.0,3268449.0
2025-11-17,944.0999755859376,953.2000122070312,931.2000122070312,943.0,3466951.0
2025-11-18,928.0999755859376,946.4000244140624,922.0,946.4000244140624,2325318.0
2025-11-19,922.9000244140624,935.5,912.5,932.0,3031991.0
2025-11-20,935.4000244140624,940.5,921.0,925.0,2621786.0
2025-11-21,921.0,938.0,914.4000244140624,937.7000122070312,2145127.0
2025-11-24,922.2000122070312,932.7999877929688,915.7000122070312,926.5,59357806.0
2025-11-25,920.4000244140624,929.0,915.5999755859376,920.0,2226236.0
2025-11-26,932.9000244140624,935.4000244140624,921.0,925.7000122070312,1562116.0
2025-11-27,922.0999755859376,935.0,916.2000122070312,932.9000244140624,1594941.0
2025-11-28,919.0999755859376,929.0,906.7000122070312,929.0,2836398.0
2025-12-01,904.8499755859376,921.7999877929688,899.6500244140625,919.0999755859376,2757915.0
2025-12-02,915.75,918.4000244140624,893.5499877929688,904.2000122070312,3998767.0
2025-12-03,898.25,920.8499755859376,895.1500244140625,916.0499877929688,2120959.0
2025-12-04,888.5499877929688,900.6500244140625,884.5,895.0,2075176.0
2025-12-05,888.5499877929688,896.4000244140625,882.0,890.0,1895397.0
2025-12-08,860.7999877929688,888.5499877929688,854.4000244140625,882.5499877929688,2161483.0
2025-12-09,863.8499755859375,867.4000244140625,845.4000244140625,860.7000122070312,2095907.0
2025-12-10,852.9500122070312,868.9000244140625,850.2000122070312,868.9000244140625,3041856.0
2025-12-11,855.8499755859375,862.5,848.9500122070312,853.0,1367549.0
2025-12-12,874.0499877929688,877.0,858.25,860.4500122070312,2286632.0
