Date,Close,High,Low,Open,Volume
2025-07-07,296.3632507324219,297.2306494862477,288.65298729873285,293.0381878617152,9168133
2025-07-08,294.0983581542969,297.7125441780159,291.7371075995265,296.8451454147876,2848949
2025-07-09,294.5320739746094,297.0860928972635,292.74906964328886,295.5922410969341,3109109
2025-07-10,294.001953125,296.45961709420527,291.9780326251262,294.91755861766217,3164905
2025-07-11,288.99029541015625,297.03788814456675,288.31563564566443,293.95377123877347,2628780
2025-07-14,292.7972412109375,295.2066985264071,286.86998209734645,289.134877856352,4999337
2025-07-15,301.0857849121094,301.47129220607866,294.19474276582457,294.8694025895117,4409836
2025-07-16,299.2064208984375,302.0495628804342,296.893318348061,301.4231098615076,2935252
2025-07-17,299.6401062011719,301.56767205568224,298.7245300676719,300.0256134896098,2090420
2025-07-18,292.9418334960937,299.6401072158064,292.60450358794805,299.6401072158064,1735435
2025-07-21,292.989990234375,294.05015726571315,290.8214787934956,292.94181285617185,1172336
2025-07-22,292.2671813964844,294.0019789522933,291.30339844051906,292.99001861345835,1553559
2025-07-23,295.6404113769531,296.0741254568598,291.11061987780585,292.55629426106725,1873131
2025-07-24,296.5078125,297.2788564913092,294.3393009077343,295.7849753025781,1617268
2025-07-25,290.8215026855469,297.47159910144313,289.4722124495032,296.5078161596517,2469295
2025-07-28,290.4841613769531,296.41142035396297,285.56886268419373,286.8217981067591,2510536
2025-07-29,282.24383544921875,290.14683778628046,280.6535995055428,289.13487748002865,2552471
2025-07-30,281.4727783203125,283.64128980016795,279.73798090135585,283.64128980016795,1582995
2025-07-31,277.7622375488281,280.84632511485944,276.9911935980808,280.46081784564547,1368944
2025-08-01,270.5820617675781,278.4368868856687,269.8592245589381,277.7622564716641,1103756
2025-08-04,271.8831787109375,273.7143604512101,268.41355417486625,271.2085188744741,1217869
2025-08-05,266.3414306640625,272.50963581326886,265.28126351052964,272.3650742496785,1385233
2025-08-06,262.72723388671875,268.365369937286,261.2333526905125,267.9798332335418,1156799
2025-08-07,267.9316711425781,269.8592371220211,260.75147610422385,262.72724888054654,2022385
2025-08-08,263.35369873046875,269.6182880872777,262.1971473919751,267.93166787582913,2502097
2025-08-11,263.2091064453125,264.0765051417816,260.31775784886963,263.59461370904114,790672
2025-08-12,269.4255065917969,271.5940181865121,262.38990296053817,263.45007006708533,1758970
2025-08-13,264.9921264648437,270.1483415734471,264.36564403498744,269.71465690545506,1815123
2025-08-14,262.0525817871094,266.3896051211038,261.5225129223277,266.1004819970996,1535923
2025-08-18,263.8355712890625,265.28124565229024,260.31776955433907,263.11273410744866,1560274
2025-08-19,272.6542053222656,273.0879194379977,263.2091436697104,265.0403254906356,2480560
2025-08-20,270.0037536621094,272.12408765083825,268.268956334835,269.95557628558646,1300514
2025-08-21,268.1244201660156,271.5940151488979,267.4497603569438,270.437493292044,800735
2025-08-22,266.919677734375,269.03998240196023,266.2931953387312,268.12440632242993,608459
2025-08-25,263.6910095214844,267.35337280709825,262.34171933269613,267.1606338728829,1344383
2025-08-26,259.0648498535156,264.5584245322284,258.1974510653825,263.5464641814601,4720230
2025-08-28,261.7634582519531,264.5584229581173,258.92028675031605,261.8116356351042,3213713
2025-08-29,259.7394714355469,264.4138240210249,259.06481169286513,261.7634212512744,2352789
2025-09-01,267.25701904296875,267.7871173500972,259.93229163831614,260.2214147786964,1721122
2025-09-02,267.4015808105469,270.2447227547372,265.6667539208331,267.20881246313854,1127351
2025-09-03,267.1124572753906,268.654515985034,265.377659609744,268.654515985034,832791
2025-09-04,264.4620361328125,269.1363893322378,263.7874057138399,267.83527646464,1328255
2025-09-05,263.3055114746094,265.57037785806773,261.763452885207,265.0403090049862,998727
2025-09-08,264.12469482421875,267.2088119023571,263.498241814937,264.07651744362795,1021194
2025-09-09,263.2091064453125,266.0040708727435,262.67900822190666,264.2692734798053,883995
2025-09-10,265.7149658203125,266.00408893466096,263.4982474317978,263.59463160735424,1241108
2025-09-11,268.6545104980469,270.24474656113125,264.1247186457964,265.52221575681403,2224977
2025-09-12,267.88348388671875,271.8831772642128,266.9678783152936,269.3773357008107,2218399
2025-09-15,267.6907043457031,268.89543298812305,265.9077000724576,267.93165007418713,945577
2025-09-16,269.1845703125,271.0639588588501,267.7388958652528,268.8954471879793,1827669
2025-09-17,270.72662353515625,272.5578052493224,269.6182790301864,269.9074021489363,1519695
2025-09-18,269.5218811035156,271.7867767925845,268.1244135510875,270.8711712760503,1399870
2025-09-19,268.317138671875,269.811019731835,267.6425083264929,268.8954142624299,2714497
2025-09-22,265.90771484375,269.6182851509912,265.0884934389323,268.31717226243626,1377739
2025-09-23,265.9559020996094,267.69069954867825,264.3656367902564,266.05225685942,940038
2025-09-24,261.13702392578125,265.76317070808216,260.4623640393806,264.31749616207264,2211982
2025-09-25,260.4141540527344,263.3536801633718,260.02861735886955,260.7032771608127,1771230
2025-09-26,257.233642578125,260.6068826291256,256.4626280456811,260.41414370217416,1894619
2025-09-29,268.4617004394531,270.1483204227871,257.7637343607326,258.39018732922153,10076944
