Date,Close,High,Low,Open,Volume
2025-07-07,112.73999786376952,113.7300033569336,109.62000274658205,110.6500015258789,2318287.0
2025-07-08,110.79000091552734,113.0,110.1500015258789,112.0,2201998.0
2025-07-09,113.41000366210938,113.97000122070312,110.6500015258789,111.0,1859182.0
2025-07-10,115.4800033569336,115.9499969482422,113.5500030517578,114.0,3102409.0
2025-07-11,119.0199966430664,120.5,113.95999908447266,116.0,7112805.0
2025-07-14,117.37999725341795,118.6500015258789,116.4000015258789,118.5,2441388.0
2025-07-15,117.83999633789062,120.0,117.0999984741211,117.0999984741211,1999330.0
2025-07-16,118.04000091552734,118.87999725341795,117.41000366210938,118.0,1133903.0
2025-07-17,117.58999633789062,119.75,116.5999984741211,118.38999938964844,1169776.0
2025-07-18,115.58999633789062,117.73999786376952,114.66999816894533,117.5,1419396.0
2025-07-21,114.58999633789062,115.98999786376952,113.8000030517578,115.75,2078688.0
2025-07-22,118.05999755859376,118.58999633789062,114.56999969482422,114.58999633789062,2726170.0
2025-07-23,118.56999969482422,119.0,117.5,118.9000015258789,1471638.0
2025-07-24,114.48999786376952,119.16000366210938,113.58999633789062,119.0,2860015.0
2025-07-25,109.45999908447266,113.6500015258789,107.66000366210938,113.51000213623048,3959677.0
2025-07-28,111.4000015258789,113.5,108.8499984741211,110.0,4104804.0
2025-07-29,106.68000030517578,111.91000366210938,106.3000030517578,111.11000061035156,2466043.0
2025-07-30,106.02999877929688,108.58999633789062,105.5500030517578,106.5999984741211,1597793.0
2025-07-31,104.72000122070312,106.80999755859376,104.01000213623048,105.25,1666691.0
2025-08-01,101.33999633789062,105.47000122070312,100.88999938964844,104.7300033569336,2461913.0
2025-08-04,103.31999969482422,104.33000183105467,100.66999816894533,100.7300033569336,1762766.0
2025-08-05,103.94000244140624,105.87999725341795,103.0,103.5500030517578,1773552.0
2025-08-06,102.5,104.5500030517578,101.6999969482422,103.98999786376952,1063308.0
2025-08-07,102.63999938964844,103.26000213623048,100.69000244140624,102.01000213623048,1429717.0
