Date,Close,High,Low,Open,Volume
2025-07-07,398.729248046875,401.0647514611318,395.9464734668341,398.5304676020015,6385392
2025-07-08,398.3814086914063,404.1456777999844,395.2508137388226,398.7292593149463,5551339
2025-07-09,398.1826171875,403.0027548465365,396.0458638874101,398.38139763247295,4148059
2025-07-10,397.437255859375,400.2200305797663,395.35018240149134,398.1826370707878,4302998
2025-07-11,394.4060363769531,399.2261740971795,392.9649539566993,396.5924696512234,6893575
2025-07-14,400.0709228515625,400.6672338758558,393.0643517226228,394.406043944873,4074490
2025-07-15,401.41259765625,402.803969766136,396.393709939635,400.12061576770674,4286434
2025-07-16,412.1461181640625,414.1834812850792,400.0212386736518,400.56783941451823,13501549
2025-07-17,410.90380859375,413.8356230227967,408.61795478860887,412.4442508929408,6347491
2025-07-18,405.3879699707031,411.5994797775895,403.648747224775,408.4688849008463,4614946
2025-07-21,399.375244140625,401.5119974671588,392.5674232661577,401.5119974671588,7045744
2025-07-22,396.6918640136719,401.4126115594018,396.045873047026,401.2635413870433,3980682
2025-07-23,400.021240234375,402.505844210986,397.1887856351107,397.6360264827561,3778869
2025-07-24,398.2323303222656,401.46231543361785,396.2446471768181,399.82245257491337,4023200
2025-07-25,392.915283203125,398.7789425858111,391.8717313238088,397.3378601318386,5831294
2025-07-28,396.7415771484375,401.3132242250981,391.07666792090447,391.6729789442719,5758606
2025-07-29,397.3875732421875,399.1267960571393,393.56127698336593,394.5551185919098,5038609
2025-07-30,398.8783264160156,401.26354015534577,395.2508106947804,399.0273965879166,5468844
2025-07-31,395.3005065917969,398.0335710622618,393.6606739754458,394.2569850167479,5285016
2025-08-01,386.9025268554688,395.6980311747688,385.8093253475744,392.66682639444525,6240934
2025-08-04,384.7160949707031,389.2380621840212,373.9329073893612,387.5982295863146,13251686
2025-08-05,383.1755981445313,388.095125957538,380.3431739857596,385.61052207816834,6366590
2025-08-06,383.1755981445313,384.6166805264205,379.299622158642,383.1755981445313,6114204
2025-08-07,383.1755981445313,384.36822013848354,376.66594811243766,380.64131431942906,5333971
2025-08-08,376.4671936035156,384.7160972490383,373.6844491987847,383.17562453993,3495353
2025-08-11,381.9333190917969,383.5234717358091,375.1752082667937,377.6598122950506,3328976
2025-08-12,382.0823974609375,386.55468445269423,381.13823585304505,381.73454685120674,2575426
2025-08-13,384.8154602050781,386.5546829171859,382.0326856679234,383.1259174386043,3757839
2025-08-14,382.9271545410156,386.2068500033211,380.7904011770272,384.8154778358151,2662149
2025-08-18,384.9148254394531,387.5982097929517,382.9271423123098,386.60436822938,3712118
2025-08-19,386.7534484863281,387.250369281076,384.1197743400922,384.9645457570912,2047149
2025-08-20,388.1448059082031,390.0331291202578,385.6602020288019,386.5546836890961,3045301
2025-08-21,385.66021728515625,389.88404404722894,384.4179152963113,387.6976107446449,2551655
2025-08-22,383.2253112792969,386.3062261786306,382.3308599419774,384.616683396198,3042678
2025-08-25,380.8898010253906,386.0080793046181,380.045029582107,383.6725454307067,4216691
2025-08-26,375.4236450195313,381.23762414532433,374.2807333044594,379.79654176786175,5561286
2025-08-28,368.8146057128906,376.16902712577627,367.9698343284509,375.42364596238303,5704659
2025-08-29,371.8458251953125,372.69059661356425,366.2306262722624,368.81462047471086,5793121
2025-09-01,378.2063903808594,378.6536312109949,371.84581051568347,371.84581051568347,2169911
2025-09-02,383.6725463867188,386.0080802664496,377.6598167000604,378.5542680947379,3362410
2025-09-03,386.7534484863281,387.3000795583338,383.32471320035097,383.6725334929637,2628692
2025-09-04,380.2438049316406,389.5859099721888,379.3990334997017,387.647906706543,4114491
